Datum,Zeit,Team,KW,Heim,Gast,Logo Heim,Logo Gast,home_link,guest_link,Spiel,Spielort,Spielort_URL
14.03.26, 14:15,C-J-innen,11,SGM ABI,TSV Sulzdorf,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB1000005TVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIAPVRC000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/tsv-sulzdorf-tsv-sulzdorf-wuerttemberg/-/saison/2526/team-id/02Q0U4EIBC000000VS5489B1VTF0A3SN,https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-tsv-sulzdorf/-/spiel/02VQCROC58000000VS5489BTVSU54FN7,"Brückenstr. 28, Ilsfeld",https://www.google.de/maps?q=Br%C3%BCckenstr.+28%2C+74360+Ilsfeld
21.03.26, 14:15,C-J-innen,12,Spfr DJK Bühlerzell (9er),SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAUG00000VVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/spfr-djk-buehlerzell-9er-spfr-djk-buehlerzell-wuerttemberg/-/saison/2526/team-id/02TPRBDTRC000000VS5489BRVSS9M1SM,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIAPVRC000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/spfr-djk-buehlerzell-9er-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02VQCROCBG000000VS5489BTVSU54FN7,,
28.03.26, 14:15,C-J-innen,13,TSV Güglingen,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAUG0000A2VV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/tsv-gueglingen-tsv-gueglingen-wuerttemberg/-/saison/2526/team-id/02MEGDDMNG000000VS5489B2VSMMET75,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIAPVRC000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/tsv-gueglingen-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02VQCROCF4000000VS5489BTVSU54FN7,,
25.04.26, 14:15,C-J-innen,17,SGM TSV Ilshofen/​TSV Dünsbach,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002HVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-tsv-ilshofen-tsv-duensbach-tsv-ilshofen-wuerttemberg/-/saison/2526/team-id/011MIATI4O000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIAPVRC000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-tsv-ilshofen-tsv-duensbach-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02VQCROCMG000000VS5489BTVSU54FN7,,
09.05.26, 14:15,C-J-innen,19,SGM ABI,TSV Weinsberg,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB2800003DVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIAPVRC000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/tsv-weinsberg-tsv-weinsberg-wuerttemberg/-/saison/2526/team-id/02TAOB4DIG000000VS5489BSVV9JRPRB,https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-tsv-weinsberg/-/spiel/02VQCROCN8000000VS5489BTVSU54FN7,,
16.05.26, 14:15,C-J-innen,20,SGM SV Onolzheim/​TSV Crailsheim/​VFB Jagstheim (9er),SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB1000000QVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-sv-onolzheim-tsv-crailsheim-vfb-jagstheim-9er-sv-onolzheim-wuerttemberg/-/saison/2526/team-id/02IMQ5H01C000000VS5489B2VVQ9C6A6,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIAPVRC000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-sv-onolzheim-tsv-crailsheim-vfb-jagstheim-9er-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02VQCROCS4000000VS5489BTVSU54FN7,,
14.03.26, 12:30,D1,11,SG Bad Wimpfen I,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB3G000007VV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sg-bad-wimpfen-i-sg-bad-wimpfen-wuerttemberg/-/saison/2526/team-id/011MIB6DGK000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sg-bad-wimpfen-i-sgm-ilsfeld-abstatt-heinriet-abi-i/-/spiel/02VJFTT1SO000000VS5489BUVS0RAL9C,"Erich-Sailer-Str. 59, Bad Wimpfen",https://www.google.de/maps?q=Erich-Sailer-Str.+59%2C+74206+Bad+Wimpfen
21.03.26, 12:30,D1,12,SGM ABI,SGM Union Heilbronn /​ TSN 1969 I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB4O0000AVVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-union-heilbronn-tsn-1969-i-fc-union-heilbronn-wuerttemberg/-/saison/2526/team-id/011MI99C54000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-i-sgm-union-heilbronn-tsn-1969-i/-/spiel/02VJFTT1UC000000VS5489BUVS0RAL9C,,
28.03.26, 12:30,D1,13,SGM ABI,SGM VfL Brackenheim I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAUG00000CVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-vfl-brackenheim-i-vfl-brackenheim-wuerttemberg/-/saison/2526/team-id/011MIEVB1K000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-i-sgm-vfl-brackenheim-i/-/spiel/02VJFTT22K000000VS5489BUVS0RAL9C,,
18.04.26, 12:30,D1,16,SGM Sülzbach Sulmtal I,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB1000005LVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-suelzbach-sulmtal-i-sv-suelzbach-wuerttemberg/-/saison/2526/team-id/02Q1U0EETG000000VS5489B2VT450JFN,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-suelzbach-sulmtal-i-sgm-ilsfeld-abstatt-heinriet-abi-i/-/spiel/02VJFTT28S000000VS5489BUVS0RAL9C,,
25.04.26, 12:30,D1,17,SGM ABI,SGM Oedheim/​Dahenfeld I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB10000004VV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-oedheim-dahenfeld-i-spvgg-oedheim-wuerttemberg/-/saison/2526/team-id/02MDMFUE64000000VS5489B2VURM3E5J,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-i-sgm-oedheim-dahenfeld-i/-/spiel/02VJFTT2CS000000VS5489BUVS0RAL9C,,
02.05.26, 12:30,D1,18,FSV Schwaigern I,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB4O000020VV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/fsv-schwaigern-i-fsv-schwaigern-wuerttemberg/-/saison/2526/team-id/011MIDQ93G000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/fsv-schwaigern-i-sgm-ilsfeld-abstatt-heinriet-abi-i/-/spiel/02VJFTT2L4000000VS5489BUVS0RAL9C,,
09.05.26, 12:30,D1,19,SGM ABI,VfR Heilbronn 96/​18 II,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/023QDJNIQK000000VS54898GVUU5JGVL,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/vfr-heilbronn-96-18-ii-vfr-heilbronn-96-18-wuerttemberg/-/saison/2526/team-id/02B1JNO7AO000000VS5489B2VS0NK514,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-i-vfr-heilbronn-96-18-ii/-/spiel/02VJFTT2N4000000VS5489BUVS0RAL9C,,
16.05.26, 12:30,D1,20,Sport-Union Neckarsulm I,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00009TVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sport-union-neckarsulm-i-neckarsulmer-sport-union-wuerttemberg/-/saison/2526/team-id/011MIB6DK8000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MICMDO8000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sport-union-neckarsulm-i-sgm-ilsfeld-abstatt-heinriet-abi-i/-/spiel/02VJFTT2T8000000VS5489BUVS0RAL9C,,
14.03.26, 12:30,D2,11,SGM ABI,SGM Sülzbach Sulmtal II,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB1000005LVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIBO1P0000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sgm-suelzbach-sulmtal-ii-sv-suelzbach-wuerttemberg/-/saison/2526/team-id/02Q1U14SKS000000VS5489B2VT450JFN,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-ii-sgm-suelzbach-sulmtal-ii/-/spiel/02VK8U79US000000VS5489BUVS0RAL9C,"Brückenstr. 28, Ilsfeld",https://www.google.de/maps?q=Br%C3%BCckenstr.+28%2C+74360+Ilsfeld
21.03.26, 11:00,D2,12,SGM Willsbach II,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB3G000006VV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-willsbach-ii-tsv-willsbach-wuerttemberg/-/saison/2526/team-id/02TOQTINE4000000VS5489BSVTNMVP4D,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIBO1P0000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-willsbach-ii-sgm-ilsfeld-abstatt-heinriet-abi-ii/-/spiel/02VK8U7A1G000000VS5489BUVS0RAL9C,,
28.03.26, 11:00,D2,13,SGM ABI,SC Amorbach III,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00009SVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIBO1P0000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/sc-amorbach-iii-sc-neckarsulm-amorbach-wuerttemberg/-/saison/2526/team-id/02TNJ3Q0AS000000VS5489BSVTNMVP4D,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-amorbach-iii/-/spiel/02VK8U7A48000000VS5489BUVS0RAL9C,,
18.04.26, 12:30,D2,16,TGV Eintracht Beilstein II,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAT8000025VV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/tgv-eintracht-beilstein-ii-tgv-eintracht-beilstein-wuerttemberg/-/saison/2526/team-id/02PFT9NOKG000000VS5489B1VSCT0UPQ,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIBO1P0000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/tgv-eintracht-beilstein-ii-sgm-ilsfeld-abstatt-heinriet-abi-ii/-/spiel/02VK8U7A5G000000VS5489BUVS0RAL9C,,
25.04.26, 11:00,D2,17,SGM ABI,VfL Obereisesheim I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO0000BRVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIBO1P0000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/vfl-obereisesheim-i-vfl-obereisesheim-wuerttemberg/-/saison/2526/team-id/01SLTN97TO000000VS548985VU8O1RK1,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-ii-vfl-obereisesheim-i/-/spiel/02VK8U7AAG000000VS5489BUVS0RAL9C,,
09.05.26, 11:00,D2,19,SGM ABI,TSV Weinsberg II,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB2800003DVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIBO1P0000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/tsv-weinsberg-ii-tsv-weinsberg-wuerttemberg/-/saison/2526/team-id/02PEDRDH3O000000VS5489B2VVTCN70F,https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-heinriet-abi-ii-tsv-weinsberg-ii/-/spiel/02VK8U7ADK000000VS5489BUVS0RAL9C,,
16.05.26, 12:30,D2,20,TV Flein III,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAUG00006JVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/tv-flein-iii-tv-flein-wuerttemberg/-/saison/2526/team-id/02TKB28AV4000000VS5489BRVTFKGF73,https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-heinriet-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIBO1P0000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/tv-flein-iii-sgm-ilsfeld-abstatt-heinriet-abi-ii/-/spiel/02VK8U7AHS000000VS5489BUVS0RAL9C,,
20.03.26, 18:00,D-J-innen,12,FSV Friedrichshaller SV I,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB4O00007TVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/fsv-friedrichshaller-sv-i-fsv-friedrichshaller-sv-1898-wuerttemberg/-/saison/2526/team-id/02Q278NICO000000VS5489B2VT450JFN,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIB7H8C000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/fsv-friedrichshaller-sv-i-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02VPHQ5TE8000000VS5489BTVTG66ASV,,
27.03.26, 18:00,D-J-innen,13,SGM ABI,Spvgg Oedheim I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB10000004VV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIB7H8C000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/spvgg-oedheim-i-spvgg-oedheim-wuerttemberg/-/saison/2526/team-id/02MDLPTETK000000VS5489B2VURM3E5J,https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-spvgg-oedheim-i/-/spiel/02VPHQ5TFS000000VS5489BTVTG66ASV,,
17.04.26, 18:00,D-J-innen,16,SGM TSV Pfedelbach/​Jugendteam TSV,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB1000001GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-tsv-pfedelbach-jugendteam-tsv-tsv-pfedelbach-wuerttemberg/-/saison/2526/team-id/02Q07CG0TO000000VS5489B2VTB2M2VN,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIB7H8C000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-tsv-pfedelbach-jugendteam-tsv-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02VPHQ5TH4000000VS5489BTVTG66ASV,,
24.04.26, 18:00,D-J-innen,17,SGM Neuenstein /​ Kupferzell /​ Öhringen,SGM ABI,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO0000AGVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-neuenstein-kupferzell-oehringen-tsv-neuenstein-wuerttemberg/-/saison/2526/team-id/02TNNLD238000000VS5489BSVTNMVP4D,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIB7H8C000000VTVG0001VTR8C1K7,https://www.fussball.de/spiel/sgm-neuenstein-kupferzell-oehringen-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02VPHQ5TK8000000VS5489BTVTG66ASV,,
08.05.26, 18:00,D-J-innen,19,SGM ABI,TSV Weinsberg I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNAVO00002GVV0AG08LVUPGND5I,www.fussball.de/export.media/-/action/getLogo/format/0/id/00ES8GNB2800003DVV0AG08LVUPGND5I,https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2526/team-id/011MIB7H8C000000VTVG0001VTR8C1K7,https://www.fussball.de/mannschaft/tsv-weinsberg-i-tsv-weinsberg-wuerttemberg/-/saison/2526/team-id/02PGM42LNS000000VS5489B2VV05N9JG,https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-tsv-weinsberg-i/-/spiel/02VPHQ5TLK000000VS5489BTVTG66ASV,,
