Datum;Zeit;Team;Heim;Gast;KW;Logo Heim;Logo Gast;home_link;guest_link;Spiel
29.04.23;13:00;C1;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI I;Sport-Union Neckarsulm II;18;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00009TVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNNEK1G000000VS548984VS7EIAOE;https://www.fussball.de/mannschaft/sport-union-neckarsulm-ii-neckarsulmer-sport-union-wuerttemberg/-/saison/2223/team-id/012IOJ08P0000000VV0AG80NVVJ79KI7;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sport-union-neckarsulm-ii/-/spiel/02IQVQNN6O000000VS5489B3VUDHAAN1
06.05.23;15:15;C1;TSV Ilshofen I;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI I;19;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002HVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/tsv-ilshofen-i-tsv-ilshofen-wuerttemberg/-/saison/2223/team-id/011MIC49CK000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNNEK1G000000VS548984VS7EIAOE;https://www.fussball.de/spiel/tsv-ilshofen-i-sgm-sc-ilsfeld-abstatt-beilstein-abi-i/-/spiel/02IQVQNNES000000VS5489B3VUDHAAN1
13.05.23;13:00;C1;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI I;SGM FC Honhardt/​Obersontheim/​Gründel.-Obersp./​Vellberg I;20;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00001QVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNNEK1G000000VS548984VS7EIAOE;https://www.fussball.de/mannschaft/sgm-fc-honhardt-obersontheim-gruendel-obersp-vellberg-i-fc-honhardt-wuerttemberg/-/saison/2223/team-id/011MIEON2G000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sgm-fc-honhardt-obersontheim-gruendel-obersp-vellberg-i/-/spiel/02IQVQNNG8000000VS5489B3VUDHAAN1
20.05.23;13:00;C1;FSV Friedrichshaller SV;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI I;21;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB4O00007TVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/fsv-friedrichshaller-sv-fsv-friedrichshaller-sv-1898-wuerttemberg/-/saison/2223/team-id/011MI9J4C0000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNNEK1G000000VS548984VS7EIAOE;https://www.fussball.de/spiel/fsv-friedrichshaller-sv-sgm-sc-ilsfeld-abstatt-beilstein-abi-i/-/spiel/02IQVQNNSG000000VS5489B3VUDHAAN1
24.05.23;18:30;C1;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI I;SV Schluchtern;22;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB1000006IVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNNEK1G000000VS548984VS7EIAOE;https://www.fussball.de/mannschaft/sv-schluchtern-sv-schluchtern-wuerttemberg/-/saison/2223/team-id/023VNG10R8000000VS548985VVRPGK5E;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sv-schluchtern/-/spiel/02IQVQNO0C000000VS5489B3VUDHAAN1
17.06.23;13:00;C1;SGM Spfr. Bühlerzell/​Bühlertann;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI I;25;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00000VVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-spfr-buehlerzell-buehlertann-spfr-djk-buehlerzell-wuerttemberg/-/saison/2223/team-id/020BECTHUK000000VS548985VSNIPDJK;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNNEK1G000000VS548984VS7EIAOE;https://www.fussball.de/spiel/sgm-spfr-buehlerzell-buehlertann-sgm-sc-ilsfeld-abstatt-beilstein-abi-i/-/spiel/02IQVQNOA8000000VS5489B3VUDHAAN1
22.04.23;11:10;C2;SGM Nordhausen Unteres Zabergäu II;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI II;17;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO0000BAVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-nordhausen-unteres-zabergaeu-ii-tsv-nordhausen-wuerttemberg/-/saison/2223/team-id/02KAEIQJ84000000VS5489B1VTE34DTP;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNO5CCG000000VS548984VS7EIAOE;https://www.fussball.de/spiel/sgm-nordhausen-unteres-zabergaeu-ii-sgm-sc-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCSA7O9S000000VS5489B4VU1O1RVG
29.04.23;11:10;C2;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI II;SGM FV Wüstenrot /​ Neuhütten/​ Neulautern;18;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB3G00000SVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNO5CCG000000VS548984VS7EIAOE;https://www.fussball.de/mannschaft/sgm-fv-wuestenrot-neuhuetten-neulautern-fv-wuestenrot-wuerttemberg/-/saison/2223/team-id/02F5B45OOK000000VS5489B1VVS28625;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sgm-fv-wuestenrot-neuhuetten-neulautern/-/spiel/02KCSA7ODC000000VS5489B4VU1O1RVG
06.05.23;13:00;C2;VfL Obereisesheim;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI II;19;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO0000BRVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/vfl-obereisesheim-vfl-obereisesheim-wuerttemberg/-/saison/2223/team-id/027AESMMCO000000VS5489B1VU8ROJMK;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNO5CCG000000VS548984VS7EIAOE;https://www.fussball.de/spiel/vfl-obereisesheim-sgm-sc-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCSA7OG8000000VS5489B4VU1O1RVG
13.05.23;11:10;C2;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI II;SV Heilbronn am Leinbach;20;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00006QVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNO5CCG000000VS548984VS7EIAOE;https://www.fussball.de/mannschaft/sv-heilbronn-am-leinbach-sv-heilbronn-am-leinbach-1891-wuerttemberg/-/saison/2223/team-id/02F3VN1K74000000VS5489B1VVS28625;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sv-heilbronn-am-leinbach/-/spiel/02KCSA7OJ0000000VS5489B4VU1O1RVG
20.05.23;14:30;C2;SSV Auenstein;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI II;21;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAT8000016VV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/ssv-auenstein-ssv-auenstein-wuerttemberg/-/saison/2223/team-id/01P0RHQRO0000000VV0AG811VUH9CH7C;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNO5CCG000000VS548984VS7EIAOE;https://www.fussball.de/spiel/ssv-auenstein-sgm-sc-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCSA7OKO000000VS5489B4VU1O1RVG
14.06.23;19:00;C2;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI II;SGM TSV Neudenau Unteres Jagsttal;25;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO0000ADVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNO5CCG000000VS548984VS7EIAOE;https://www.fussball.de/mannschaft/sgm-tsv-neudenau-unteres-jagsttal-tsv-neudenau-wuerttemberg/-/saison/2223/team-id/02IP2PF5BK000000VS5489B1VT368TME;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sgm-tsv-neudenau-unteres-jagsttal/-/spiel/02KCSA7OOS000000VS5489B4VU1O1RVG
17.06.23;11:10;C2;SGM Oedheim/​Dahenfeld II;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI II;25;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB10000004VV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-oedheim-dahenfeld-ii-spvgg-oedheim-wuerttemberg/-/saison/2223/team-id/02IM1LG1HG000000VS5489B2VVQ9C6A6;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/020CNO5CCG000000VS548984VS7EIAOE;https://www.fussball.de/spiel/sgm-oedheim-dahenfeld-ii-sgm-sc-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCSA7OPK000000VS5489B4VU1O1RVG
22.04.23;10:30;C-J-innen;TURA Untermünkheim;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI;17;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB2800000UVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/tura-untermuenkheim-tura-untermuenkheim-wuerttemberg/-/saison/2223/team-id/02INRAIC9C000000VS5489B2VVQ9C6A6;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIAPVRC000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/tura-untermuenkheim-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02KKO3NQ2G000000VS5489B4VU1O1RVG
29.04.23;10:30;C-J-innen;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI;SGM SV Onolzheim/​Honhardt/​Gründelhardt;18;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB1000000QVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIAPVRC000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-sv-onolzheim-honhardt-gruendelhardt-sv-onolzheim-wuerttemberg/-/saison/2223/team-id/02IMQ5H01C000000VS5489B2VVQ9C6A6;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-sgm-sv-onolzheim-honhardt-gruendelhardt/-/spiel/02KKO3NQ58000000VS5489B4VU1O1RVG
06.05.23;14:00;C-J-innen;Spvgg Oedheim II;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI;19;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB10000004VV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/spvgg-oedheim-ii-spvgg-oedheim-wuerttemberg/-/saison/2223/team-id/02F6I7JC4S000000VS5489B1VU7L28SU;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIAPVRC000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/spvgg-oedheim-ii-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02KKO3NQ90000000VS5489B4VU1O1RVG
13.05.23;10:30;C-J-innen;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI;SV Morsbach;20;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00008VVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIAPVRC000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sv-morsbach-sv-morsbach-wuerttemberg/-/saison/2223/team-id/02IP4E8UR8000000VS5489B1VT368TME;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-sv-morsbach/-/spiel/02KKO3NQAS000000VS5489B4VU1O1RVG
24.06.23;10:30;C-J-innen;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI;SpVgg Gröningen-Satteldorf;26;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00009CVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIAPVRC000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/spvgg-groeningen-satteldorf-spvgg-groeningen-satteldorf-wuerttemberg/-/saison/2223/team-id/01SM757NL0000000VS548985VU8O1RK1;https://www.fussball.de/spiel/sgm-sc-ilsfeld-abstatt-beilstein-abi-spvgg-groeningen-satteldorf/-/spiel/02KKO3NQIK000000VS5489B4VU1O1RVG
01.07.23;10:30;C-J-innen;Spvgg Gammesfeld;SGM SC Ilsfeld/​Abstatt/​Beilstein ABI;27;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00007SVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/spvgg-gammesfeld-spvgg-gammesfeld-wuerttemberg/-/saison/2223/team-id/02IOSNPCIC000000VS5489B1VSO9MMK0;https://www.fussball.de/mannschaft/sgm-sc-ilsfeld-abstatt-beilstein-abi-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIAPVRC000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/spvgg-gammesfeld-sgm-sc-ilsfeld-abstatt-beilstein-abi/-/spiel/02KKO3NQGK000000VS5489B4VU1O1RVG
22.04.23;11:10;D1;SGM Ilsfeld-Abstatt-Beilstein  ABI I;SGM Obergriesheim Krumme Ebene am Neckar;17;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO0000BVVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MICMDO8000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-obergriesheim-krumme-ebene-am-neckar-msg-eintracht-obergriesheim-wuerttemberg/-/saison/2223/team-id/02F0NQC2I8000000VS5489B1VT1H0S9M;https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-beilstein-abi-i-sgm-obergriesheim-krumme-ebene-am-neckar/-/spiel/02KCT0F9QS000000VS5489B4VU1O1RVG
29.04.23;12:50;D1;TSG Heilbronn I;SGM Ilsfeld-Abstatt-Beilstein  ABI I;18;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB4O0000A2VV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/tsg-heilbronn-i-tsg-heilbronn-wuerttemberg/-/saison/2223/team-id/011MIBO1GC000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MICMDO8000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/tsg-heilbronn-i-sgm-ilsfeld-abstatt-beilstein-abi-i/-/spiel/02KCT0F9T8000000VS5489B4VU1O1RVG
06.05.23;11:10;D1;SGM Ilsfeld-Abstatt-Beilstein  ABI I;Türkspor Neckarsulm I;19;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB4O00008PVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MICMDO8000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/tuerkspor-neckarsulm-i-tuerkspor-neckarsulm-wuerttemberg/-/saison/2223/team-id/01HA15SI80000000VV0AG811VU6HO2AK;https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-beilstein-abi-i-tuerkspor-neckarsulm-i/-/spiel/02KCT0F9V8000000VS5489B4VU1O1RVG
13.05.23;11:10;D1;SGM TSV Erlenbach EbErG I;SGM Ilsfeld-Abstatt-Beilstein  ABI I;20;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00005HVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-tsv-erlenbach-eberg-i-tsv-erlenbach-wuerttemberg/-/saison/2223/team-id/02IOMLSDO8000000VS5489B2VVQ9C6A6;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MICMDO8000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/sgm-tsv-erlenbach-eberg-i-sgm-ilsfeld-abstatt-beilstein-abi-i/-/spiel/02KCT0FA08000000VS5489B4VU1O1RVG
20.05.23;11:10;D1;SGM Ilsfeld-Abstatt-Beilstein  ABI I;SGM FV Wüstenrot/​Neuhütten/​Neulautern;21;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB3G00000SVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-i-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MICMDO8000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-fv-wuestenrot-neuhuetten-neulautern-fv-wuestenrot-wuerttemberg/-/saison/2223/team-id/01HEHEO8Q0000000VV0AG811VUIMUTIM;https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-beilstein-abi-i-sgm-fv-wuestenrot-neuhuetten-neulautern/-/spiel/02KCT0FA3S000000VS5489B4VU1O1RVG
22.04.23;09:30;D2;SGM Ilsfeld-Abstatt-Beilstein ABI II;TSG Heilbronn II;17;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNB4O0000A2VV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIBO1P0000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/tsg-heilbronn-ii-tsg-heilbronn-wuerttemberg/-/saison/2223/team-id/02B57483C4000000VS5489B1VULH2T74;https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-beilstein-abi-ii-tsg-heilbronn-ii/-/spiel/02KCT2KS58000000VS5489B4VU1O1RVG
24.04.23;18:15;D2;SGM Nordhausen Unteres Zabergäu II;SGM Ilsfeld-Abstatt-Beilstein ABI II;18;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO0000BAVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-nordhausen-unteres-zabergaeu-ii-tsv-nordhausen-wuerttemberg/-/saison/2223/team-id/01UCAQJRQK000000VS548985VSEFG5AS;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIBO1P0000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/sgm-nordhausen-unteres-zabergaeu-ii-sgm-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCT2KS28000000VS5489B4VU1O1RVG
29.04.23;11:10;D2;SGM Cleebronn/​Botenheim/​Eibensbach/​Stockheim;SGM Ilsfeld-Abstatt-Beilstein ABI II;18;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00001BVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-cleebronn-botenheim-eibensbach-stockheim-tsv-cleebronn-wuerttemberg/-/saison/2223/team-id/011MIFDKCG000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIBO1P0000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/sgm-cleebronn-botenheim-eibensbach-stockheim-sgm-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCT2KS84000000VS5489B4VU1O1RVG
06.05.23;09:30;D2;SGM Ilsfeld-Abstatt-Beilstein ABI II;SGM Dahenfeld/​Oedheim II;19;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00001IVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIBO1P0000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/sgm-dahenfeld-oedheim-ii-sc-dahenfeld-wuerttemberg/-/saison/2223/team-id/02IMQPAR70000000VS5489B1VSO9MMK0;https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-beilstein-abi-ii-sgm-dahenfeld-oedheim-ii/-/spiel/02KCT2KSAG000000VS5489B4VU1O1RVG
13.05.23;12:50;D2;SGM TSV Hardthausen KoBra I;SGM Ilsfeld-Abstatt-Beilstein ABI II;20;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG0000AOVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-tsv-hardthausen-kobra-i-tsv-hardthausen-wuerttemberg/-/saison/2223/team-id/02IOFB8KS4000000VS5489B1VSO9MMK0;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIBO1P0000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/sgm-tsv-hardthausen-kobra-i-sgm-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCT2KSCS000000VS5489B4VU1O1RVG
20.05.23;09:30;D2;SGM Ilsfeld-Abstatt-Beilstein ABI II;TV Flein II;21;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAUG00006JVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIBO1P0000000VTVG0001VTR8C1K7;https://www.fussball.de/mannschaft/tv-flein-ii-tv-flein-wuerttemberg/-/saison/2223/team-id/011MI9J3H4000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/sgm-ilsfeld-abstatt-beilstein-abi-ii-tv-flein-ii/-/spiel/02KCT2KSH8000000VS5489B4VU1O1RVG
17.06.23;11:10;D2;SC Amorbach;SGM Ilsfeld-Abstatt-Beilstein ABI II;25;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00009SVV0AG08LVUPGND5I;www.fussball.de/export.media/-/action/getLogo/format/3/id/00ES8GNAVO00002GVV0AG08LVUPGND5I;https://www.fussball.de/mannschaft/sc-amorbach-sc-neckarsulm-amorbach-wuerttemberg/-/saison/2223/team-id/023QH2JT0G000000VS548984VVIKHNJO;https://www.fussball.de/mannschaft/sgm-ilsfeld-abstatt-beilstein-abi-ii-sc-ilsfeld-wuerttemberg/-/saison/2223/team-id/011MIBO1P0000000VTVG0001VTR8C1K7;https://www.fussball.de/spiel/sc-amorbach-sgm-ilsfeld-abstatt-beilstein-abi-ii/-/spiel/02KCT2KSP0000000VS5489B4VU1O1RVG
